46	False	46	7233797529035574574	200
1	False	1	7233776007730236718	200
2	False	2	7233775421395832106	200
0	False	0	7233774069307428142	200
0	False	0	7233766883038694699	200
0	False	0	7233764999133465899	200
0	False	0	7233763718713265454	200
2	False	2	7233761618805460270	200
0	False	0	7233761568469699882	200
0	False	0	7233760109434850603	200
0	False	0	7233759755716644139	200
0	False	0	7233758976884755755	200
3	False	3	7233756696429055275	200
0	False	0	7233750346865347886	200
38	False	38	7233740163283733806	200
0	False	0	7233738495972412715	200
5	False	5	7233737676174691630	200
1	False	1	7233735815778553131	200
2	False	2	7233735191011872042	200
0	False	0	7233733107638127918	200
0	False	0	7233731245337791786	200
9	False	9	7233722263336439082	200
2	False	2	7233718699142876462	200
3	False	3	7233712873237679406	200
4	False	4	7233666687894162734	200
3	False	3	7233661656377593130	200
5	False	5	7233660185720507690	200
1	False	1	7233653755596524846	200
1	False	1	7233653577762327854	200
0	False	0	7233652602683084078	200
0	False	0	7233649347399961902	200
0	False	0	7233637215027645742	200
0	False	0	7233636719810170154	200
46	False	46	7233633657305435435	200
0	False	0	7233633099299540267	200
1	False	1	7233632486641782062	200
7	False	7	7233623358263545134	200
12	False	12	7233620374360050986	200
20	False	20	7233619349142015275	200
2	False	2	7233619047688965418	200
12	False	12	7233614889640611114	200
0	False	0	7233612336265760043	200
0	False	0	7233609606105419054	200
37	False	37	7233604379742342442	200
7	False	7	7233603785795423531	200
2	False	2	7233603785602436394	200
11	False	11	7233599493021650218	200
1	False	1	7233593861661003050	200
0	False	0	7233584703104634155	200
13	False	13	7233584539791232302	200
1	False	1	7233583767770631470	200
3	False	3	7233582930881219882	200
5	False	5	7233580044117953835	200
100	True	100	7233573160581401899	200
200	True	100	7233573160581401899	200
300	True	100	7233573160581401899	200
400	True	100	7233573160581401899	200
500	True	100	7233573160581401899	200
500	False	0	7233573160581401899	200
5	False	5	7233571501121817899	200
6	False	6	7233570932617383210	200
8	False	8	7233570004736724267	200
3	False	3	7233568025671175466	200
6	False	6	7233567201104514346	200
1	False	1	7233566117724278059	200
4	False	4	7233561809314254126	200
7	False	7	7233561290109685034	200
8	False	8	7233560065029033258	200
9	False	9	7233559779401239854	200
0	False	0	7233558729327660331	200
7	False	7	7233552469547142442	200
58	False	58	7233550855092604206	200
0	False	0	7233550018723040554	200
0	False	0	7233547856026668331	200
1	False	1	7233547803610352942	200
4	False	4	7233546915927903531	200
0	False	0	7233541177537203502	200
6	False	6	7233537669777657131	200
2	False	2	7233536568647044395	200
0	False	0	7231406965681868074	200
2	False	2	7231405329630776618	200
1	False	1	7231404171600334126	200
1	False	1	7231401410846313771	200
3	False	3	7231400854400535854	200
1	False	1	7231400007344114986	200
5	False	5	7231398644862176554	200
0	False	0	7231397635301575982	200
0	False	0	7231396596628409643	200
3	False	3	7231396047900233003	200
0	False	0	7231388814340541739	200
0	False	0	7231388327486901550	200
0	False	0	7231387665394863403	200
0	False	0	7231387590249778475	200
5	False	5	7231387375123926314	200
0	False	0	7231385684232244523	200
0	False	0	7231385315808775466	200
0	False	0	7231385024925388074	200
0	False	0	7231384623761198379	200
0	False	0	7231384363106192682	200
0	False	0	7231382999441444138	200
0	False	0	7231382707694062894	200
0	False	0	7231381502334864683	200
0	False	0	7231380795917667626	200
0	False	0	7231380435757059370	200
0	False	0	7231380119686843690	200
5	False	5	7231379719625821486	200
5	False	5	7231378769754262830	200
